state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_anticipated_within_week_yes,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid,state,date,critical_staffing_shortage_today_yes_wkLtr,critical_staffing_shortage_anticipated_within_week_yes
LA,11/23/2020,45,49,6,12,1637,965,LA,11/30/2020,47,49
MA,11/23/2020,3,2,8,16,759,929,MA,11/30/2020,6,4
MD,11/23/2020,6,6,7,13,1340,1713,MD,11/30/2020,6,7
ME,11/23/2020,8,8,0,1,108,143,ME,11/30/2020,7,6
MI,11/23/2020,15,19,22,29,3680,4057,MI,11/30/2020,11,17
MN,11/23/2020,27,28,27,29,1850,2000,MN,11/30/2020,24,29
MO,11/23/2020,48,57,21,49,2476,2700,MO,11/30/2020,47,56
MS,11/23/2020,19,24,6,13,861,988,MS,11/30/2020,20,27
MT,11/23/2020,19,18,2,2,421,450,MT,11/30/2020,19,20
NC,11/23/2020,4,6,18,33,1634,1975,NC,11/30/2020,6,7
ND,11/23/2020,21,23,4,5,422,467,ND,11/30/2020,21,21
NE,11/23/2020,17,33,12,12,948,972,NE,11/30/2020,18,32
NH,11/23/2020,5,7,1,1,109,143,NH,11/30/2020,5,7
NJ,11/23/2020,12,12,6,25,2675,2880,NJ,11/30/2020,12,14
NM,11/23/2020,19,20,11,27,767,773,NM,11/30/2020,19,20
NV,11/23/2020,9,13,8,5,1303,1416,NV,11/30/2020,13,14
NY,11/23/2020,16,15,27,129,2988,3670,NY,11/30/2020,18,18
OH,11/23/2020,30,42,26,80,4394,4798,OH,11/30/2020,31,49
OK,11/23/2020,47,59,37,37,1514,1528,OK,11/30/2020,49,58
OR,11/23/2020,4,5,4,18,437,518,OR,11/30/2020,4,5
PA,11/23/2020,28,30,25,57,4088,4648,PA,11/30/2020,26,28
PR,11/23/2020,0,0,6,24,456,635,PR,11/30/2020,0,0
RI,11/23/2020,3,3,2,2,193,180,RI,11/30/2020,2,2
SC,11/23/2020,25,31,7,10,750,836,SC,11/30/2020,24,30
SD,11/23/2020,11,14,7,9,550,561,SD,11/30/2020,10,13
TN,11/23/2020,21,30,11,21,2144,2325,TN,11/30/2020,27,36
TX,11/23/2020,155,182,71,96,8498,9051,TX,11/30/2020,150,177
UT,11/23/2020,6,5,0,15,549,559,UT,11/30/2020,7,6
VA,11/23/2020,28,38,9,24,1170,1457,VA,11/30/2020,27,36
VI,11/23/2020,1,2,0,0,0,0,VI,11/30/2020,1,2
VT,11/23/2020,1,1,0,0,15,18,VT,11/30/2020,1,1
WA,11/23/2020,16,21,12,15,816,906,WA,11/30/2020,15,22
WI,11/23/2020,54,62,7,18,2107,2255,WI,11/30/2020,58,56
WV,11/23/2020,17,20,4,6,510,534,WV,11/30/2020,17,21
WY,11/23/2020,7,9,1,3,211,226,WY,11/30/2020,7,9
AK,11/22/2020,4,5,1,2,127,140,AK,11/29/2020,5,6
AL,11/22/2020,32,35,8,12,1364,1542,AL,11/29/2020,33,36
AR,11/22/2020,36,41,10,18,875,1030,AR,11/29/2020,36,41
AZ,11/22/2020,30,35,12,26,1656,2024,AZ,11/29/2020,28,31
CA,11/22/2020,74,92,59,92,5484,6192,CA,11/29/2020,75,101
CO,11/22/2020,12,13,15,25,1515,1636,CO,11/29/2020,13,18
CT,11/22/2020,7,9,3,3,886,1039,CT,11/29/2020,7,9
DC,11/22/2020,2,2,5,17,156,220,DC,11/29/2020,2,2
DE,11/22/2020,2,3,4,4,207,222,DE,11/29/2020,1,2
FL,11/22/2020,11,31,18,32,3699,4228,FL,11/29/2020,7,24
GA,11/22/2020,32,40,33,66,1903,2240,GA,11/29/2020,33,41
HI,11/22/2020,1,2,0,0,74,81,HI,11/29/2020,2,3
IA,11/22/2020,8,11,6,10,1326,1346,IA,11/29/2020,6,11
ID,11/22/2020,8,11,6,8,425,442,ID,11/29/2020,5,9
IL,11/22/2020,39,41,31,73,5084,6182,IL,11/29/2020,40,44
IN,11/22/2020,24,30,15,35,2669,3180,IN,11/29/2020,31,39
KS,11/22/2020,47,61,1,6,1063,1250,KS,11/29/2020,46,59
KY,11/22/2020,3,9,12,33,1475,1632,KY,11/29/2020,4,10
LA,11/22/2020,45,49,8,15,1563,919,LA,11/29/2020,47,49
MA,11/22/2020,5,5,13,22,731,956,MA,11/29/2020,6,6
MD,11/22/2020,8,8,13,18,1253,1702,MD,11/29/2020,10,9
ME,11/22/2020,8,8,0,0,96,136,ME,11/29/2020,7,7
MI,11/22/2020,16,17,19,27,3543,3907,MI,11/29/2020,10,15
MN,11/22/2020,23,27,24,27,1823,1989,MN,11/29/2020,26,29
MO,11/22/2020,51,62,43,67,2432,2667,MO,11/29/2020,46,58
MS,11/22/2020,16,23,13,18,836,973,MS,11/29/2020,21,26
MT,11/22/2020,21,19,3,3,423,449,MT,11/29/2020,22,21
NC,11/22/2020,6,7,16,29,1542,1942,NC,11/29/2020,7,8
ND,11/22/2020,23,23,2,3,433,481,ND,11/29/2020,22,22
NE,11/22/2020,14,28,14,14,961,987,NE,11/29/2020,17,32
NH,11/22/2020,4,7,1,1,109,143,NH,11/29/2020,6,8
NJ,11/22/2020,12,12,2,19,2585,2822,NJ,11/29/2020,15,15
NM,11/22/2020,18,21,11,22,743,780,NM,11/29/2020,17,19
NV,11/22/2020,10,12,6,7,1249,1314,NV,11/29/2020,12,14
NY,11/22/2020,15,16,26,125,2843,3522,NY,11/29/2020,17,17
OH,11/22/2020,31,46,29,75,4224,4575,OH,11/29/2020,34,51
OK,11/22/2020,47,57,36,36,1472,1529,OK,11/29/2020,49,57
OR,11/22/2020,3,5,3,9,429,525,OR,11/29/2020,3,4
PA,11/22/2020,31,33,56,125,3951,4565,PA,11/29/2020,30,30
PR,11/22/2020,0,0,6,26,468,630,PR,11/29/2020,0,0
RI,11/22/2020,2,2,4,4,315,302,RI,11/29/2020,2,3
SC,11/22/2020,25,31,9,10,718,848,SC,11/29/2020,26,32
SD,11/22/2020,10,14,4,7,542,566,SD,11/29/2020,11,15
TN,11/22/2020,19,26,8,15,2094,2260,TN,11/29/2020,28,38
TX,11/22/2020,151,174,78,143,8345,8946,TX,11/29/2020,140,175
UT,11/22/2020,8,7,0,14,540,552,UT,11/29/2020,8,7
VA,11/22/2020,31,41,6,12,1154,1489,VA,11/29/2020,28,37
VI,11/22/2020,1,2,0,0,1,1,VI,11/29/2020,1,2
VT,11/22/2020,2,1,0,0,17,18,VT,11/29/2020,1,1
WA,11/22/2020,10,20,12,16,775,870,WA,11/29/2020,14,21
WI,11/22/2020,54,62,7,20,2105,2209,WI,11/29/2020,63,62
WV,11/22/2020,16,20,5,9,475,533,WV,11/29/2020,18,21
WY,11/22/2020,7,9,2,3,220,235,WY,11/29/2020,6,9
AK,11/21/2020,4,5,0,1,122,135,AK,11/28/2020,5,6
AL,11/21/2020,32,35,8,18,1320,1520,AL,11/28/2020,32,36
AR,11/21/2020,37,42,9,15,865,1028,AR,11/28/2020,36,41
AZ,11/21/2020,32,33,12,22,1572,1934,AZ,11/28/2020,29,35
CA,11/21/2020,72,91,55,83,5198,5879,CA,11/28/2020,77,100
CO,11/21/2020,12,13,14,33,1513,1644,CO,11/28/2020,12,18
CT,11/21/2020,7,9,5,6,856,1001,CT,11/28/2020,7,9
DC,11/21/2020,2,2,5,20,156,214,DC,11/28/2020,2,2
DE,11/21/2020,2,3,2,2,208,225,DE,11/28/2020,1,2
FL,11/21/2020,11,31,19,33,3578,4141,FL,11/28/2020,6,24
GA,11/21/2020,30,40,8,53,1839,2188,GA,11/28/2020,33,41
HI,11/21/2020,2,3,0,1,77,94,HI,11/28/2020,2,3
IA,11/21/2020,9,11,12,19,1328,1374,IA,11/28/2020,6,10
ID,11/21/2020,8,10,7,9,398,423,ID,11/28/2020,5,8
IL,11/21/2020,42,43,37,71,5092,6186,IL,11/28/2020,44,47
IN,11/21/2020,26,34,12,29,2621,3132,IN,11/28/2020,29,40
KS,11/21/2020,46,59,3,9,1023,1221,KS,11/28/2020,47,60
KY,11/21/2020,3,10,11,35,1420,1582,KY,11/28/2020,5,9
LA,11/21/2020,45,49,7,14,1530,890,LA,11/28/2020,47,50
MA,11/21/2020,5,5,12,20,719,927,MA,11/28/2020,6,6
MD,11/21/2020,9,9,14,20,1213,1613,MD,11/28/2020,11,10
ME,11/21/2020,8,8,0,2,92,131,ME,11/28/2020,8,7
MI,11/21/2020,15,17,15,20,3496,3876,MI,11/28/2020,10,15
MN,11/21/2020,23,27,22,27,1799,1974,MN,11/28/2020,25,28
MO,11/21/2020,49,62,48,68,2429,2664,MO,11/28/2020,49,60
MS,11/21/2020,16,24,14,17,816,966,MS,11/28/2020,19,26
MT,11/21/2020,21,21,3,3,419,448,MT,11/28/2020,22,21
NC,11/21/2020,5,6,16,35,1523,1891,NC,11/28/2020,5,7
ND,11/21/2020,23,23,3,4,434,467,ND,11/28/2020,22,22
NE,11/21/2020,15,29,14,16,946,973,NE,11/28/2020,19,32
NH,11/21/2020,4,6,1,1,104,141,NH,11/28/2020,6,8
NJ,11/21/2020,11,12,10,30,2478,2724,NJ,11/28/2020,12,13
NM,11/21/2020,20,21,12,26,739,780,NM,11/28/2020,18,21
NV,11/21/2020,11,14,6,2,1202,1285,NV,11/28/2020,13,13
NY,11/21/2020,15,16,22,113,2720,3476,NY,11/28/2020,17,17
OH,11/21/2020,31,47,31,83,3994,4322,OH,11/28/2020,34,52
OK,11/21/2020,49,56,34,35,1449,1511,OK,11/28/2020,50,58
OR,11/21/2020,3,5,3,12,434,592,OR,11/28/2020,3,3
PA,11/21/2020,29,31,50,100,3817,4422,PA,11/28/2020,30,31
PR,11/21/2020,0,0,7,37,490,634,PR,11/28/2020,0,0
RI,11/21/2020,1,1,4,4,325,312,RI,11/28/2020,2,3
SC,11/21/2020,25,31,11,12,688,805,SC,11/28/2020,26,32
SD,11/21/2020,10,13,4,8,536,561,SD,11/28/2020,11,15
TN,11/21/2020,20,27,10,14,2060,2203,TN,11/28/2020,28,36
TX,11/21/2020,151,177,89,134,8224,8845,TX,11/28/2020,141,177
UT,11/21/2020,8,7,0,15,534,567,UT,11/28/2020,8,7
VA,11/21/2020,31,41,6,17,1096,1454,VA,11/28/2020,28,37
VI,11/21/2020,1,2,0,0,2,2,VI,11/28/2020,1,2
VT,11/21/2020,2,1,0,0,13,14,VT,11/28/2020,1,1
WA,11/21/2020,15,21,11,16,776,890,WA,11/28/2020,14,21
WI,11/21/2020,58,64,5,15,2130,2231,WI,11/28/2020,63,63
WV,11/21/2020,16,19,4,5,450,491,WV,11/28/2020,16,19
WY,11/21/2020,6,8,1,1,222,241,WY,11/28/2020,7,9
AK,11/20/2020,4,5,2,2,111,123,AK,11/27/2020,5,6
AL,11/20/2020,32,36,4,15,1335,1468,AL,11/27/2020,32,36
AR,11/20/2020,38,45,8,13,853,992,AR,11/27/2020,36,41
AZ,11/20/2020,31,34,15,22,1539,1885,AZ,11/27/2020,28,33
CA,11/20/2020,72,87,53,81,4989,5674,CA,11/27/2020,74,97
CO,11/20/2020,12,14,21,36,1514,1696,CO,11/27/2020,13,18
CT,11/20/2020,7,9,5,7,864,1015,CT,11/27/2020,7,9
DC,11/20/2020,2,2,5,17,142,205,DC,11/27/2020,2,2
DE,11/20/2020,2,3,2,4,200,227,DE,11/27/2020,2,3
FL,11/20/2020,10,29,22,38,3579,4112,FL,11/27/2020,6,24
GA,11/20/2020,29,39,8,40,1836,2193,GA,11/27/2020,33,41
HI,11/20/2020,1,2,0,0,74,80,HI,11/27/2020,1,2
IA,11/20/2020,8,10,15,21,1398,1384,IA,11/27/2020,6,10
ID,11/20/2020,8,12,7,7,409,426,ID,11/27/2020,5,9
IL,11/20/2020,43,43,38,80,5224,6232,IL,11/27/2020,44,47
IN,11/20/2020,25,36,13,30,2655,3153,IN,11/27/2020,29,42
KS,11/20/2020,48,60,6,10,1004,1217,KS,11/27/2020,48,60
KY,11/20/2020,3,9,13,40,1396,1571,KY,11/27/2020,4,9
LA,11/20/2020,45,49,7,10,1504,870,LA,11/27/2020,46,50
MA,11/20/2020,5,5,13,21,718,902,MA,11/27/2020,6,6
MD,11/20/2020,10,10,12,16,1165,1574,MD,11/27/2020,10,9
ME,11/20/2020,8,7,1,1,94,129,ME,11/27/2020,8,7
MI,11/20/2020,17,19,13,20,3514,3883,MI,11/27/2020,12,16
MN,11/20/2020,27,27,25,33,1830,1990,MN,11/27/2020,24,28
MO,11/20/2020,53,67,44,74,2490,2771,MO,11/27/2020,48,60
MS,11/20/2020,16,24,14,20,805,966,MS,11/27/2020,20,26
MT,11/20/2020,19,18,3,3,432,459,MT,11/27/2020,21,21
NC,11/20/2020,6,9,19,42,1524,1900,NC,11/27/2020,5,8
ND,11/20/2020,23,23,3,6,443,480,ND,11/27/2020,21,22
NE,11/20/2020,17,30,9,15,977,1003,NE,11/27/2020,20,34
NH,11/20/2020,5,7,1,1,106,141,NH,11/27/2020,7,8
NJ,11/20/2020,11,10,10,31,2401,2684,NJ,11/27/2020,13,13
NM,11/20/2020,20,22,14,29,739,783,NM,11/27/2020,17,20
NV,11/20/2020,9,13,5,7,1198,1308,NV,11/27/2020,11,13
NY,11/20/2020,16,16,24,115,2627,3339,NY,11/27/2020,18,17
OH,11/20/2020,32,45,31,84,3996,4365,OH,11/27/2020,34,49
OK,11/20/2020,47,54,37,39,1445,1499,OK,11/27/2020,47,56
OR,11/20/2020,4,6,3,9,416,516,OR,11/27/2020,4,3
PA,11/20/2020,28,31,50,99,3768,4357,PA,11/27/2020,29,32
PR,11/20/2020,0,0,4,34,483,625,PR,11/27/2020,0,0
RI,11/20/2020,3,3,4,4,322,312,RI,11/27/2020,3,3
SC,11/20/2020,25,31,8,8,675,790,SC,11/27/2020,26,32
SD,11/20/2020,11,14,3,9,559,572,SD,11/27/2020,11,15
TN,11/20/2020,24,29,9,23,2066,2229,TN,11/27/2020,27,31
TX,11/20/2020,140,169,97,137,8209,8826,TX,11/27/2020,147,181
UT,11/20/2020,8,7,1,16,565,587,UT,11/27/2020,8,7
VA,11/20/2020,30,41,5,16,1101,1434,VA,11/27/2020,28,37
VI,11/20/2020,1,2,0,0,1,1,VI,11/27/2020,1,2
VT,11/20/2020,1,1,0,0,15,17,VT,11/27/2020,1,1
WA,11/20/2020,12,15,8,16,740,853,WA,11/27/2020,14,20
WI,11/20/2020,65,68,6,20,2211,2340,WI,11/27/2020,58,60
WV,11/20/2020,17,19,3,3,437,475,WV,11/27/2020,16,20
WY,11/20/2020,7,9,1,1,220,231,WY,11/27/2020,6,8
AK,11/19/2020,4,5,1,1,113,127,AK,11/26/2020,5,6
AL,11/19/2020,34,37,6,14,1319,1482,AL,11/26/2020,32,37
AR,11/19/2020,38,44,9,16,830,979,AR,11/26/2020,37,43
AZ,11/19/2020,30,33,16,17,1484,1798,AZ,11/26/2020,32,36
CA,11/19/2020,65,85,42,70,4773,5432,CA,11/26/2020,73,96
CO,11/19/2020,11,12,21,38,1472,1637,CO,11/26/2020,12,18
CT,11/19/2020,7,9,4,5,863,1011,CT,11/26/2020,7,9
DC,11/19/2020,2,2,4,27,145,205,DC,11/26/2020,2,2
DE,11/19/2020,1,2,2,2,203,225,DE,11/26/2020,2,3
FL,11/19/2020,11,31,23,34,3531,4124,FL,11/26/2020,6,24
GA,11/19/2020,29,40,6,51,1822,2194,GA,11/26/2020,31,41
HI,11/19/2020,1,2,0,0,70,80,HI,11/26/2020,1,2
IA,11/19/2020,9,10,8,17,1434,1459,IA,11/26/2020,9,12
ID,11/19/2020,8,12,4,7,413,465,ID,11/26/2020,4,9
IL,11/19/2020,39,43,37,74,5188,6169,IL,11/26/2020,44,46
IN,11/19/2020,27,32,11,28,2591,3052,IN,11/26/2020,30,37
KS,11/19/2020,47,58,4,5,995,1144,KS,11/26/2020,46,59
KY,11/19/2020,4,9,9,41,1431,1599,KY,11/26/2020,4,10
LA,11/19/2020,46,49,7,11,1516,890,LA,11/26/2020,46,50
MA,11/19/2020,5,5,13,23,740,923,MA,11/26/2020,6,6
MD,11/19/2020,10,10,13,16,1146,1604,MD,11/26/2020,10,9
ME,11/19/2020,7,7,1,3,93,123,ME,11/26/2020,7,7
MI,11/19/2020,17,18,15,19,3415,3800,MI,11/26/2020,11,15
MN,11/19/2020,26,28,22,33,1808,1963,MN,11/26/2020,23,27
MO,11/19/2020,52,65,46,80,2487,2783,MO,11/26/2020,49,58
MS,11/19/2020,16,24,14,22,774,910,MS,11/26/2020,19,26
MT,11/19/2020,20,19,3,3,435,466,MT,11/26/2020,21,22
NC,11/19/2020,4,6,18,44,1497,1926,NC,11/26/2020,5,8
ND,11/19/2020,23,23,2,4,456,494,ND,11/26/2020,21,22
NE,11/19/2020,18,30,10,15,981,1005,NE,11/26/2020,18,32
NH,11/19/2020,5,7,1,1,98,136,NH,11/26/2020,8,9
NJ,11/19/2020,12,12,7,22,2352,2620,NJ,11/26/2020,12,13
NM,11/19/2020,19,22,16,32,710,768,NM,11/26/2020,18,20
NV,11/19/2020,7,11,4,4,1198,1304,NV,11/26/2020,11,14
NY,11/19/2020,16,16,21,72,2512,3318,NY,11/26/2020,16,17
OH,11/19/2020,27,40,30,77,3877,4264,OH,11/26/2020,31,49
OK,11/19/2020,46,54,33,37,1384,1439,OK,11/26/2020,48,56
OR,11/19/2020,4,6,3,9,412,536,OR,11/26/2020,5,4
PA,11/19/2020,30,32,46,74,3525,4161,PA,11/26/2020,30,33
PR,11/19/2020,0,0,4,30,437,571,PR,11/26/2020,0,0
RI,11/19/2020,2,2,4,4,315,308,RI,11/26/2020,2,2
SC,11/19/2020,25,31,7,8,694,815,SC,11/26/2020,26,32
SD,11/19/2020,11,14,3,7,548,566,SD,11/26/2020,11,15
TN,11/19/2020,20,27,8,12,2043,2203,TN,11/26/2020,22,32
TX,11/19/2020,146,170,88,122,8152,8786,TX,11/26/2020,143,178
UT,11/19/2020,8,8,0,13,555,581,UT,11/26/2020,8,7
VA,11/19/2020,30,41,7,21,1104,1440,VA,11/26/2020,28,37
VI,11/19/2020,1,2,0,0,1,1,VI,11/26/2020,1,2
VT,11/19/2020,1,1,0,0,13,14,VT,11/26/2020,1,1
WA,11/19/2020,12,16,5,11,738,852,WA,11/26/2020,15,21
WI,11/19/2020,65,69,6,18,2259,2384,WI,11/26/2020,53,56
WV,11/19/2020,17,19,3,7,421,459,WV,11/26/2020,17,21
WY,11/19/2020,7,9,2,2,209,210,WY,11/26/2020,7,9
AK,11/18/2020,4,5,0,12,118,130,AK,11/25/2020,5,6
AL,11/18/2020,33,38,10,15,1285,1439,AL,11/25/2020,34,37
AR,11/18/2020,37,43,8,15,798,929,AR,11/25/2020,39,46
AZ,11/18/2020,30,32,14,19,1423,1788,AZ,11/25/2020,31,38
CA,11/18/2020,65,82,37,51,4571,5275,CA,11/25/2020,77,96
CO,11/18/2020,11,11,26,50,1404,1579,CO,11/25/2020,13,18
CT,11/18/2020,7,9,4,11,856,993,CT,11/25/2020,7,9
DC,11/18/2020,2,2,4,23,145,210,DC,11/25/2020,2,2
DE,11/18/2020,2,3,2,2,186,205,DE,11/25/2020,2,3
FL,11/18/2020,11,30,22,33,3519,4140,FL,11/25/2020,6,24
GA,11/18/2020,30,40,11,56,1818,2149,GA,11/25/2020,32,41
HI,11/18/2020,1,2,0,3,74,85,HI,11/25/2020,1,2
IA,11/18/2020,10,13,7,13,1510,1544,IA,11/25/2020,9,14
ID,11/18/2020,8,11,4,4,420,440,ID,11/25/2020,6,9
IL,11/18/2020,41,43,31,65,5140,6117,IL,11/25/2020,43,45
IN,11/18/2020,26,32,13,33,2528,3035,IN,11/25/2020,29,38
KS,11/18/2020,45,56,6,8,1012,1179,KS,11/25/2020,47,60
KY,11/18/2020,3,10,10,31,1447,1607,KY,11/25/2020,4,8
LA,11/18/2020,45,49,6,15,1496,857,LA,11/25/2020,45,50
MA,11/18/2020,5,5,14,20,752,937,MA,11/25/2020,6,6
MD,11/18/2020,10,10,12,19,1155,1551,MD,11/25/2020,10,8
ME,11/18/2020,9,8,1,2,92,127,ME,11/25/2020,10,8
MI,11/18/2020,18,18,15,22,3430,3782,MI,11/25/2020,16,16
MN,11/18/2020,27,27,27,36,1769,1958,MN,11/25/2020,24,26
MO,11/18/2020,54,66,52,88,2492,2763,MO,11/25/2020,52,60
MS,11/18/2020,16,23,11,19,747,903,MS,11/25/2020,18,26
MT,11/18/2020,19,18,3,4,451,482,MT,11/25/2020,20,21
NC,11/18/2020,4,6,15,49,1569,2120,NC,11/25/2020,5,8
ND,11/18/2020,24,24,3,6,442,481,ND,11/25/2020,21,23
NE,11/18/2020,18,31,7,11,959,1001,NE,11/25/2020,18,33
NH,11/18/2020,5,6,0,0,91,137,NH,11/25/2020,7,9
NJ,11/18/2020,11,11,9,28,2292,2589,NJ,11/25/2020,14,15
NM,11/18/2020,21,22,13,24,691,755,NM,11/25/2020,17,19
NV,11/18/2020,8,11,3,6,1192,1316,NV,11/25/2020,10,15
NY,11/18/2020,17,16,27,79,2443,3233,NY,11/25/2020,18,17
OH,11/18/2020,25,38,31,87,3753,4102,OH,11/25/2020,34,48
OK,11/18/2020,45,54,33,34,1382,1424,OK,11/25/2020,47,56
OR,11/18/2020,4,6,2,11,403,500,OR,11/25/2020,5,6
PA,11/18/2020,30,30,44,73,3366,4021,PA,11/25/2020,30,32
PR,11/18/2020,8,9,6,27,449,559,PR,11/25/2020,9,10
RI,11/18/2020,2,2,4,4,315,312,RI,11/25/2020,2,2
SC,11/18/2020,25,32,5,7,694,821,SC,11/25/2020,26,32
SD,11/18/2020,11,14,2,8,549,567,SD,11/25/2020,11,15
TN,11/18/2020,23,29,7,14,2000,2160,TN,11/25/2020,29,34
TX,11/18/2020,145,172,81,152,8012,8653,TX,11/25/2020,149,183
UT,11/18/2020,8,8,0,15,519,539,UT,11/25/2020,8,7
VA,11/18/2020,30,41,6,18,1088,1457,VA,11/25/2020,28,37
VI,11/18/2020,1,2,0,0,1,1,VI,11/25/2020,1,2
VT,11/18/2020,1,1,0,0,13,13,VT,11/25/2020,1,1
WA,11/18/2020,13,15,4,7,676,812,WA,11/25/2020,13,20
WI,11/18/2020,61,67,6,16,2371,2505,WI,11/25/2020,55,58
WV,11/18/2020,16,19,3,8,432,470,WV,11/25/2020,18,21
WY,11/18/2020,7,8,2,2,218,221,WY,11/25/2020,6,8
AK,11/17/2020,4,5,2,3,129,146,AK,11/24/2020,5,6
AL,11/17/2020,34,36,8,12,1292,1393,AL,11/24/2020,32,37
AR,11/17/2020,33,38,3,10,837,975,AR,11/24/2020,38,43
AZ,11/17/2020,28,31,10,14,1350,1717,AZ,11/24/2020,28,35
CA,11/17/2020,65,81,34,55,4364,5029,CA,11/24/2020,73,89
CO,11/17/2020,8,10,23,35,1365,1510,CO,11/24/2020,11,13
CT,11/17/2020,7,9,3,12,831,1000,CT,11/24/2020,7,9
DC,11/17/2020,2,2,5,23,152,217,DC,11/24/2020,2,2
DE,11/17/2020,1,1,1,2,179,192,DE,11/24/2020,1,1
FL,11/17/2020,12,30,23,36,3541,4097,FL,11/24/2020,6,27
GA,11/17/2020,28,40,11,54,1749,2086,GA,11/24/2020,32,41
HI,11/17/2020,1,2,0,1,75,83,HI,11/24/2020,1,2
IA,11/17/2020,10,11,9,14,1507,1536,IA,11/24/2020,9,14
ID,11/17/2020,8,10,2,3,391,401,ID,11/24/2020,5,7
IL,11/17/2020,42,43,29,64,5015,5907,IL,11/24/2020,41,43
IN,11/17/2020,27,28,9,25,2519,3015,IN,11/24/2020,27,34
KS,11/17/2020,45,54,3,7,977,1120,KS,11/24/2020,45,57
KY,11/17/2020,2,6,4,15,1461,1576,KY,11/24/2020,2,4
LA,11/17/2020,43,48,2,9,1451,841,LA,11/24/2020,45,50
MA,11/17/2020,3,2,4,7,723,890,MA,11/24/2020,3,2
MD,11/17/2020,8,9,8,14,1042,1448,MD,11/24/2020,8,7
ME,11/17/2020,8,8,1,1,84,98,ME,11/24/2020,8,8
MI,11/17/2020,14,19,16,24,3355,3732,MI,11/24/2020,17,17
MN,11/17/2020,28,29,26,35,1735,1926,MN,11/24/2020,25,28
MO,11/17/2020,50,61,38,64,2457,2699,MO,11/24/2020,49,57
MS,11/17/2020,15,24,4,12,757,871,MS,11/24/2020,18,25
MT,11/17/2020,19,19,3,4,456,494,MT,11/24/2020,19,20
NC,11/17/2020,5,8,9,42,1448,1945,NC,11/24/2020,4,6
ND,11/17/2020,22,23,4,6,433,464,ND,11/24/2020,21,23
NE,11/17/2020,16,31,9,14,959,997,NE,11/24/2020,18,33
NH,11/17/2020,5,7,0,0,83,122,NH,11/24/2020,5,7
NJ,11/17/2020,11,10,8,32,2229,2508,NJ,11/24/2020,11,11
NM,11/17/2020,19,21,9,19,682,727,NM,11/24/2020,17,19
NV,11/17/2020,12,12,9,8,1147,1230,NV,11/24/2020,8,13
NY,11/17/2020,16,15,23,59,2319,3104,NY,11/24/2020,18,16
OH,11/17/2020,27,38,26,81,3604,4017,OH,11/24/2020,32,46
OK,11/17/2020,48,56,29,30,1313,1351,OK,11/24/2020,47,57
OR,11/17/2020,2,6,3,12,371,481,OR,11/24/2020,5,4
PA,11/17/2020,25,27,38,66,3243,3736,PA,11/24/2020,26,29
PR,11/17/2020,0,0,6,27,447,563,PR,11/24/2020,0,0
RI,11/17/2020,2,2,5,5,312,303,RI,11/24/2020,2,2
SC,11/17/2020,31,34,4,8,680,771,SC,11/24/2020,25,31
SD,11/17/2020,11,14,3,4,574,585,SD,11/24/2020,10,14
TN,11/17/2020,23,29,5,11,1989,2159,TN,11/24/2020,24,25
TX,11/17/2020,143,170,80,128,7961,8603,TX,11/24/2020,154,186
UT,11/17/2020,6,5,0,13,519,542,UT,11/24/2020,6,5
VA,11/17/2020,28,39,8,22,1008,1330,VA,11/24/2020,28,37
VI,11/17/2020,1,2,0,0,1,1,VI,11/24/2020,1,2
VT,11/17/2020,2,1,0,0,13,14,VT,11/24/2020,1,1
WA,11/17/2020,13,15,2,6,650,760,WA,11/24/2020,14,20
WI,11/17/2020,54,65,9,24,2410,2546,WI,11/24/2020,56,60
WV,11/17/2020,16,19,3,3,449,477,WV,11/24/2020,17,19
WY,11/17/2020,7,8,2,2,200,208,WY,11/24/2020,7,8
AK,11/16/2020,4,5,2,4,119,134,AK,11/23/2020,5,6
AL,11/16/2020,34,36,8,12,1265,1364,AL,11/23/2020,32,37
AR,11/16/2020,34,39,3,9,802,888,AR,11/23/2020,39,43
AZ,11/16/2020,25,29,9,18,1296,1633,AZ,11/23/2020,27,33
CA,11/16/2020,59,75,43,64,4256,4948,CA,11/23/2020,77,90
CO,11/16/2020,10,10,16,25,1269,1408,CO,11/23/2020,12,12
CT,11/16/2020,7,9,4,7,791,991,CT,11/23/2020,7,9
DC,11/16/2020,2,2,4,22,138,199,DC,11/23/2020,2,2
DE,11/16/2020,1,1,4,4,179,196,DE,11/23/2020,1,1
FL,11/16/2020,10,25,28,39,3380,4297,FL,11/23/2020,9,30
GA,11/16/2020,29,39,8,48,1756,2106,GA,11/23/2020,30,40
HI,11/16/2020,1,2,0,0,82,89,HI,11/23/2020,1,2
IA,11/16/2020,12,16,13,15,1490,1515,IA,11/23/2020,7,10
ID,11/16/2020,6,8,2,2,376,387,ID,11/23/2020,6,8
IL,11/16/2020,37,40,28,51,4935,5773,IL,11/23/2020,42,44
IN,11/16/2020,23,28,7,32,2419,2925,IN,11/23/2020,25,30
KS,11/16/2020,43,50,2,4,935,1055,KS,11/23/2020,46,60
KY,11/16/2020,2,5,5,12,1434,1550,KY,11/23/2020,2,5
LA,11/16/2020,42,46,4,13,1429,825,LA,11/23/2020,45,49
