critical_staffing_shortage_today_yes,critical_staffing_shortage_anticipated_within_week_yes,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid
23,28,2925,2419,32,7
43,50,1055,935,4,2
2,5,1550,1434,12,5
42,46,825,1429,13,4
3,2,848,682,15,6
10,10,1410,989,12,6
10,8,92,77,2,2
16,18,3600,3207,23,14
29,29,1841,1675,35,30
45,54,2545,2309,44,32
16,24,829,713,6,2
18,19,516,480,5,4
4,7,1798,1388,32,13
21,23,491,449,5,3
18,31,964,928,13,8
5,7,117,80,0,0
11,11,2404,2159,21,10
19,20,683,652,22,10
10,12,1161,1085,8,5
15,16,2922,2213,52,22
29,40,3780,3385,73,24
50,57,1315,1262,35,33
2,4,455,351,11,3
25,27,3572,3138,56,28
0,0,529,401,26,3
2,2,285,283,4,3
32,35,766,690,5,4
11,13,575,557,3,3
24,30,2089,1925,11,5
7,6,519,504,15,0
28,40,1311,1012,24,7
1,2,2,2,0,0
1,1,19,15,0,0
13,17,727,625,8,2
54,64,2548,2416,16,4
15,18,458,423,11,10
6,6,187,182,2,2
4,5,140,120,8,7
35,37,1387,1214,15,7
36,41,901,764,13,5
30,32,1582,1201,17,14
64,78,4568,3921,69,43
13,13,1363,1220,37,21
7,9,926,765,8,5
2,2,177,126,12,4
2,2,184,169,3,3
13,27,4116,3214,35,26
29,39,2008,1714,56,10
2,3,85,77,2,1
8,13,1393,1383,12,11
7,10,405,376,4,3
39,38,5684,4688,64,26
24,34,2751,2302,27,7
41,49,1056,896,6,1
5,11,1497,1359,34,17
40,45,755,1363,11,4
5,5,808,637,15,8
9,10,1309,936,23,6
8,8,87,70,3,2
15,16,3418,3070,28,17
26,27,1772,1582,37,27
45,54,2436,2201,59,35
17,25,761,654,7,2
18,19,495,466,4,4
4,8,1710,1326,34,13
21,23,491,458,5,2
17,30,919,887,10,7
7,8,108,69,0,0
12,11,2233,2027,18,6
19,20,694,634,16,8
8,11,1164,1023,2,5
12,14,2713,2118,66,21
28,39,3553,3215,73,30
47,56,1270,1221,30,30
3,4,442,343,13,6
28,28,3375,2961,51,29
0,0,517,379,20,1
2,2,271,274,5,4
35,38,767,649,7,3
11,14,561,535,5,4
21,24,1995,1830,14,8
8,7,518,499,10,0
29,41,1304,991,16,7
1,2,1,1,0,0
1,1,15,16,0,0
14,15,631,566,4,1
53,61,2392,2265,26,6
16,18,475,401,5,3
5,6,190,184,4,3
4,5,136,118,6,5
34,36,1350,1166,12,8
36,41,886,739,10,3
31,33,1527,1128,15,12
64,80,4403,3692,61,39
13,13,1344,1171,22,15
7,9,901,722,12,6
2,2,209,130,17,5
2,3,184,168,5,5
13,28,4183,3276,42,32
30,39,2090,1758,40,10
2,3,92,77,0,0
10,13,1297,1273,10,6
8,9,371,366,6,6
38,37,5495,4559,60,21
24,34,2613,2197,19,10
39,48,960,787,4,2
5,11,1438,1303,38,17
40,46,690,1299,11,4
5,5,754,590,15,10
10,9,1262,886,29,7
8,8,91,68,1,1
14,16,3288,2969,27,24
29,28,1658,1495,28,24
46,54,2437,2197,62,36
17,26,727,621,8,2
19,20,489,458,5,5
6,9,1723,1303,48,14
22,23,488,459,5,3
17,29,862,840,10,7
7,8,101,65,0,0
10,10,2142,1907,21,9
18,19,689,612,16,9
8,10,1074,975,8,7
13,14,2693,2000,67,23
28,39,3458,3145,76,28
48,56,1259,1185,28,26
2,5,437,329,19,5
28,28,3253,2790,57,34
0,0,544,432,18,3
2,2,267,272,4,4
36,38,751,628,8,3
10,14,545,525,4,3
18,24,1955,1780,12,8
8,7,510,493,9,0
29,41,1261,989,17,8
1,2,3,3,0,0
1,1,16,17,0,0
16,14,667,611,5,1
52,61,2286,2139,21,6
16,18,441,383,6,4
5,6,203,191,5,4
3,4,126,107,5,5
35,37,1356,1190,16,10
37,42,915,760,11,3
28,31,1468,1100,15,13
64,79,4207,3565,52,37
10,10,1313,1134,31,19
7,9,842,696,7,3
2,2,184,133,19,6
2,3,184,161,4,4
13,29,4246,3248,40,19
29,39,2072,1741,65,8
1,2,81,69,0,0
10,13,1290,1256,7,5
6,7,384,365,7,6
38,37,5243,4411,69,31
25,33,2598,2181,23,15
38,45,965,803,8,2
5,10,1429,1254,38,17
42,45,697,1283,13,4
5,5,749,564,16,10
10,10,1286,879,21,10
9,8,98,65,1,1
16,18,3225,2903,24,21
30,29,1628,1474,34,30
49,57,2490,2192,73,40
18,25,766,634,5,2
17,17,461,430,6,6
7,9,1710,1283,40,19
23,23,523,481,4,3
19,30,913,888,7,6
6,8,106,72,0,0
11,11,2094,1833,31,4
20,22,595,530,13,3
8,10,1037,938,2,4
15,15,2693,1954,73,24
30,39,3384,3020,75,23
48,56,1231,1186,27,27
3,6,429,323,15,10
27,27,3193,2741,55,36
0,0,557,435,26,3
2,2,256,256,4,4
35,37,774,631,8,6
12,15,547,524,4,3
22,27,1967,1779,16,8
8,7,512,492,8,0
29,42,1297,1016,18,8
1,2,3,3,0,0
1,1,21,19,0,0
15,14,599,534,3,1
56,62,2309,2186,15,6
15,19,422,363,5,4
6,7,198,194,4,3
4,5,122,109,5,5
33,36,1391,1241,11,7
36,41,900,756,8,5
29,31,1372,1059,17,12
66,78,4118,3433,53,40
10,11,1302,1153,35,23
7,8,837,658,9,4
2,2,179,137,19,6
2,3,184,160,5,4
11,26,4152,3176,37,19
31,41,2050,1700,69,9
1,2,71,63,2,0
8,11,1268,1219,7,5
6,7,389,374,6,6
38,38,5417,4513,95,32
26,33,2559,2125,26,6
37,45,959,791,4,1
5,7,1414,1233,39,19
41,46,673,1251,13,5
5,5,689,526,18,12
9,9,1240,876,14,8
7,7,101,67,2,2
18,19,3271,2821,24,20
29,29,1567,1438,37,27
49,56,2439,2122,65,36
17,25,743,629,8,1
15,16,456,413,9,9
6,8,1713,1316,44,14
22,22,523,486,4,4
18,28,939,892,8,4
7,8,115,69,0,0
11,10,1990,1738,22,7
19,21,664,583,10,2
7,10,977,894,6,9
15,14,2797,1886,94,25
27,34,3371,3028,77,30
50,56,1224,1175,25,21
3,4,378,293,13,5
28,28,3020,2624,47,28
6,6,554,407,37,6
2,2,251,252,5,5
33,36,761,647,8,5
11,16,551,534,4,3
23,30,1995,1791,16,12
8,7,508,493,11,0
30,42,1319,972,20,9
1,2,3,3,0,0
1,1,19,17,0,0
16,19,665,553,5,2
66,61,2349,2211,17,5
14,16,440,361,2,2
6,7,186,180,5,2
4,5,114,101,5,5
30,35,1405,1213,15,10
39,44,853,699,11,8
29,32,1374,1013,20,11
63,78,4008,3350,53,35
8,9,1290,1115,44,25
7,8,792,620,7,4
2,2,177,131,21,6
2,3,182,155,4,2
10,24,4116,3130,34,22
32,40,2010,1673,62,10
2,3,75,69,3,0
10,14,1247,1206,12,8
6,7,391,375,4,4
35,35,5318,4408,87,36
24,32,2570,2097,21,6
34,43,923,774,3,0
3,7,1367,1184,38,28
41,47,647,1228,13,7
5,5,677,516,17,10
9,9,1227,807,15,9
6,7,95,65,3,2
17,19,3053,2676,22,12
30,30,1579,1415,37,22
46,54,2391,2097,71,36
18,24,740,625,2,0
15,16,462,409,11,11
7,10,1622,1191,48,13
22,22,506,462,8,5
18,27,917,877,7,3
6,8,105,66,0,0
11,11,1905,1638,25,9
18,20,666,579,16,1
7,9,949,845,6,5
14,13,2596,1789,86,28
26,32,3247,2893,76,23
49,56,1238,1177,27,24
5,5,376,284,17,8
24,27,2999,2497,34,22
8,8,557,415,30,7
2,2,243,238,3,3
33,35,805,665,11,5
11,15,546,530,3,3
23,28,1948,1740,16,13
7,6,505,484,7,0
30,42,1263,928,18,8
1,2,3,3,0,0
1,1,14,14,0,0
12,16,640,539,6,4
64,59,2345,2216,26,5
14,16,401,331,2,1
6,7,195,188,6,0
4,5,117,101,2,2
32,36,1341,1209,13,9
35,40,873,738,8,4
25,29,1319,985,15,12
60,75,3960,3243,56,28
9,8,1244,1089,34,19
7,7,722,593,6,3
2,2,172,136,21,8
0,1,175,154,4,3
8,24,4190,3132,37,23
31,40,1926,1604,61,16
1,2,81,74,3,0
9,12,1211,1169,13,7
5,6,367,360,5,5
35,35,5059,4176,86,35
25,30,2528,2031,22,8
32,41,841,694,5,1
2,6,1297,1159,14,4
41,47,658,1229,14,7
3,2,648,512,11,5
8,8,1168,776,16,5
7,7,76,55,2,2
15,18,2925,2559,21,12
29,26,1505,1309,27,20
43,51,2288,2046,40,18
16,23,719,607,5,1
15,16,467,407,12,11
5,7,1614,1167,36,16
21,21,513,473,7,3
17,26,896,851,10,5
5,6,92,66,0,0
10,10,1844,1568,21,9
17,18,642,591,13,2
8,9,934,831,5,4
14,13,2535,1731,90,26
28,33,3049,2716,68,17
50,56,1221,1153,26,20
3,3,368,283,14,8
21,25,2796,2428,30,20
8,8,538,372,26,6
2,2,241,238,3,3
33,35,778,685,10,5
10,12,534,531,5,4
22,30,1858,1713,18,10
8,7,460,440,11,0
29,40,1261,916,19,9
1,2,1,1,0,0
2,1,12,10,0,0
16,15,606,494,6,3
58,54,2358,2179,14,4
15,17,361,301,4,2
6,7,185,180,6,0
3,4,119,103,3,2
31,35,1284,1168,23,14
34,40,806,709,5,1
23,28,1249,973,16,10
59,79,3807,3110,50,29
8,9,1151,1026,26,15
7,7,675,557,11,2
2,2,164,136,23,7
1,2,179,165,5,4
9,22,3954,3025,36,18
28,39,1925,1568,75,28
1,2,76,69,1,0
6,11,1143,1110,13,7
5,6,355,351,6,6
35,35,4690,3947,69,32
20,25,2316,1880,20,5
32,41,787,679,4,1
1,4,1207,1097,12,2
41,47,650,1230,12,5
3,2,615,477,8,2
9,8,1109,744,13,3
7,7,75,51,1,1
13,15,2808,2497,24,11
26,25,1398,1239,24,18
42,51,2219,1947,29,12
15,23,701,591,6,2
14,14,472,427,9,8
6,8,1545,1149,43,14
21,21,500,456,4,1
17,25,856,816,8,5
4,5,85,59,0,0
10,10,1687,1485,11,6
19,20,634,569,13,3
9,9,873,810,5,5
16,14,2349,1635,68,22
23,30,2801,2503,48,15
46,54,1168,1100,29,26
4,4,351,262,12,7
21,23,2608,2310,27,20
7,7,518,363,33,10
2,2,227,222,2,2
31,33,751,662,8,4
11,13,543,535,5,3
21,28,1756,1627,18,8
8,7,443,426,10,0
30,38,1106,830,27,8
1,2,1,1,0,0
1,1,10,8,0,0
17,16,570,474,4,2
59,51,2271,2114,22,7
15,17,332,302,3,1
6,7,186,173,5,0
3,4,113,97,11,11
31,34,1300,1132,16,9
36,40,806,699,12,2
27,31,1232,928,12,9
62,79,3648,2998,52,32
10,11,1112,992,30,19
6,7,643,507,8,2
2,2,141,112,15,7
2,3,166,151,5,3
11,22,3830,2880,32,18
28,39,1871,1526,69,14
2,3,87,75,1,0
9,11,1063,1024,14,8
5,6,357,341,5,5
31,29,4582,3659,70,36
23,30,2182,1703,18,2
32,42,774,651,3,0
3,7,1179,1053,33,17
41,46,621,1211,10,7
4,4,609,451,11,6
7,7,1005,673,16,6
6,7,69,45,4,1
10,14,2602,2294,14,9
27,26,1342,1173,30,18
43,53,2170,1896,31,14
15,23,693,590,14,3
15,15,487,432,8,8
2,3,1520,1109,40,13
21,22,481,450,4,3
15,23,824,791,4,4
5,6,86,55,0,0
10,10,1593,1358,15,12
17,20,617,558,10,2
8,9,881,776,4,5
13,14,2244,1577,59,18
24,30,2654,2279,57,29
44,54,1084,1015,30,25
2,4,337,254,13,6
23,24,2406,2073,51,24
8,8,498,365,29,8
2,2,238,232,1,1
32,34,740,645,7,4
10,13,553,537,6,2
19,25,1691,1558,18,8
9,8,462,437,11,0
30,39,1126,807,22,7
1,2,1,1,0,0
1,1,6,3,0,0
16,17,534,442,5,1
50,46,2123,1960,13,5
14,16,341,315,1,1
6,8,176,165,8,0
3,4,118,104,9,8
31,34,1258,1072,14,8
38,39,794,681,16,2
31,33,1178,868,11,9
59,82,3542,2895,39,30
10,11,1129,988,45,15
6,7,643,462,12,2
2,2,131,98,17,5
2,3,159,147,4,3
10,22,3731,2769,37,25
32,41,1881,1532,65,10
2,3,84,75,5,4
7,10,1014,983,13,9
6,7,342,324,2,2
29,29,4599,3445,94,40
24,31,2073,1639,14,2
31,45,773,632,5,1
3,8,1144,1009,36,13
42,46,581,1172,4,1
4,4,612,434,10,3
8,8,962,632,18,8
6,7,62,43,0,0
10,14,2482,2149,16,11
27,24,1297,1139,32,20
39,51,2073,1807,36,13
14,24,661,572,14,5
15,14,476,420,8,8
3,3,1473,1109,32,11
20,21,499,475,7,3
16,24,780,739,7,4
4,6,86,53,0,0
11,11,1489,1262,11,7
18,21,598,541,12,3
5,7,867,740,5,4
13,14,2254,1531,59,19
28,34,2518,2188,65,20
43,54,1117,1009,30,28
3,4,325,230,15,8
23,25,2397,2033,37,24
8,8,513,370,22,7
2,2,226,226,1,1
32,34,751,643,3,2
10,12,534,519,5,3
18,26,1648,1492,14,6
9,8,455,428,7,0
30,39,1079,781,19,8
1,2,1,1,0,0
1,1,4,3,0,0
11,16,488,382,2,0
51,45,2092,1938,11,4
15,18,380,349,1,1
6,8,160,147,8,0
3,4,105,96,6,5
31,35,1202,1055,11,7
36,38,805,671,15,3
29,31,1118,822,16,10
61,82,3455,2820,40,31
10,10,1065,956,20,10
6,7,548,430,6,3
2,2,133,90,13,4
2,3,155,143,6,5
10,20,3621,2702,43,23
35,40,1867,1532,47,10
2,3,87,72,2,0
5,10,967,931,17,12
6,7,326,315,3,2
29,28,4260,3341,87,39
24,30,2034,1594,22,5
31,42,779,635,4,2
2,5,1175,1016,37,14
42,47,595,1178,4,2
4,4,600,413,15,7
8,8,981,621,9,4
7,7,62,38,0,0
12,15,2400,2075,14,7
27,27,1260,1084,31,24
44,57,2042,1784,43,13
17,24,647,556,15,6
19,16,475,421,7,5
3,3,1534,1128,32,9
21,22,468,440,7,3
17,25,777,730,12,6
3,5,76,48,0,0
11,11,1449,1231,11,7
17,23,595,528,11,5
7,8,801,706,8,5
14,14,2191,1499,63,16
26,34,2468,2170,67,21
42,53,1105,982,33,31
6,5,295,204,11,8
22,24,2270,1916,42,23
8,8,504,322,27,5
2,2,217,218,1,1
33,35,765,656,6,1
10,13,512,494,4,3
20,26,1664,1518,10,5
9,8,432,405,2,0
30,39,1048,778,20,12
1,2,1,0,0,0
1,1,9,3,0,0
15,16,507,400,6,4
50,43,2070,1933,22,6
15,18,385,347,6,2
6,8,156,143,10,0
3,4,107,98,5,5
33,35,1211,1047,19,12
37,40,752,625,18,2
28,30,1059,792,12,9
62,85,3466,2766,74,32
7,9,987,861,28,13
6,7,535,408,8,4
2,2,120,95,14,5
2,3,157,145,2,1
9,19,3589,2706,37,21
32,41,1790,1463,56,9
1,2,85,71,1,0
8,10,943,904,13,9
5,6,342,328,2,1
30,29,4093,3240,90,35
24,29,2005,1561,19,4
29,41,757,628,4,2
2,7,1199,1060,30,15
42,48,620,1189,7,2
4,4,592,405,13,3
8,8,940,600,5,1
8,7,59,37,0,0
12,13,2280,1998,17,13
27,26,1207,1041,28,22
42,54,1963,1711,37,20
17,23,646,562,15,1
18,16,486,429,6,5
3,3,1497,1142,28,7
21,22,468,432,7,3
14,21,840,711,8,2
2,4,90,45,0,0
11,11,1406,1170,8,5
17,22,528,482,8,2
6,7,764,678,5,3
14,14,2156,1440,67,18
27,36,2401,2066,66,18
49,61,1051,978,25,22
4,5,262,182,13,8
25,25,2216,1874,36,16
7,7,458,369,35,6
2,2,209,204,1,1
36,38,780,686,4,2
10,13,485,478,4,3
20,27,1679,1543,7,7
6,6,427,402,6,0
29,37,1045,770,15,10
1,2,0,0,0,0
1,1,5,3,0,0
14,17,489,392,4,1
41,38,2075,1921,21,4
14,16,371,337,3,2
7,8,152,135,9,0
3,4,103,89,6,5
33,35,1199,1048,15,10
36,40,814,602,13,2
30,34,1054,803,19,12
62,86,3438,2719,59,27
8,8,962,840,23,12
6,7,539,382,6,2
2,2,150,103,17,3
2,2,156,140,2,1
9,19,3560,2671,35,22
32,39,1826,1467,47,10
1,2,92,62,0,0
9,11,859,834,9,6
3,4,319,310,3,3
29,28,4024,3152,77,28
22,29,1988,1522,11,1
30,43,710,578,4,3
2,9,1149,1016,33,15
41,47,622,1166,9,4
4,4,603,399,19,6
8,8,925,569,10,1
7,7,54,34,1,1
13,13,2208,1921,20,15
25,26,1176,1010,28,19
43,53,1884,1632,42,17
17,25,619,531,15,7
20,18,445,419,6,6
3,3,1553,1127,32,9
19,20,449,412,2,0
16,24,728,684,4,2
3,4,80,41,0,0
12,11,1273,1080,7,4
16,19,534,472,9,3
7,7,742,646,5,3
13,13,2121,1406,58,17
26,35,2327,1981,62,16
51,64,1063,985,23,19
3,4,258,183,6,3
26,25,2147,1820,30,24
7,7,496,349,31,6
2,2,207,203,1,1
36,38,789,683,6,3
10,13,472,454,3,1
20,27,1735,1544,11,7
5,5,422,394,5,1
29,38,1066,756,17,10
1,2,0,0,0,0
1,1,8,4,0,0
11,15,487,377,2,0
39,39,2042,1886,12,2
11,17,364,338,3,2
7,8,145,134,9,0
3,4,94,86,1,0
34,35,1119,1025,13,8
36,40,699,581,6,1
28,30,1018,755,13,8
64,81,3396,2695,53,22
8,8,903,784,29,13
6,7,558,374,11,3
2,2,155,109,23,4
2,2,155,140,3,1
8,19,3576,2684,35,24
33,36,1743,1449,49,7
2,3,73,60,0,0
8,9,797,772,12,6
3,4,313,310,2,2
29,27,3813,3038,58,25
22,27,1895,1488,26,0
26,40,627,502,6,4
1,6,1089,992,19,2
40,46,606,1158,12,3
3,2,629,399,13,3
7,9,932,581,6,1
7,7,51,34,1,1
13,12,2035,1777,13,11
29,28,1085,924,21,16
37,46,1798,1566,36,14
17,24,625,538,8,3
20,19,424,398,8,7
3,3,1542,1098,34,9
17,18,452,402,5,1
16,25,721,672,8,1
6,7,60,34,0,0
10,10,1243,1043,6,4
15,18,489,439,9,4
6,7,685,615,4,2
23,30,2255,1926,54,18
48,61,1042,964,24,23
3,4,270,177,15,4
24,22,2021,1755,32,18
7,7,458,357,31,4
2,2,201,194,1,1
36,38,767,670,2,0
9,14,478,460,3,2
23,29,1650,1501,12,8
6,6,390,372,4,0
31,40,980,722,18,11
1,2,0,0,0,0
2,1,5,3,0,0
15,18,474,377,3,1
40,41,2006,1854,15,3
12,16,357,322,2,2
7,7,134,119,6,0
3,4,96,79,1,1
35,36,1160,1049,10,7
33,38,712,600,9,2
28,30,935,692,17,7
60,83,3255,2620,39,20
10,8,821,736,32,11
6,7,538,379,6,5
2,2,141,108,12,3
2,2,149,134,6,2
9,20,3664,2742,40,22
33,37,1737,1456,60,7
2,3,81,61,1,0
11,11,757,728,6,1
4,5,292,279,4,2
29,29,3583,2946,67,30
22,27,1862,1493,13,1
28,38,573,481,3,2
1,6,1062,960,27,14
40,46,604,1169,11,1
3,2,592,396,6,3
6,8,859,547,7,1
6,7,51,32,1,1
12,12,1895,1661,21,10
27,27,1003,817,22,14
35,47,1737,1535,36,17
19,24,622,530,8,2
20,19,421,392,4,3
3,3,1455,1114,30,10
16,18,409,355,11,2
17,25,657,629,7,1
6,7,67,37,0,0
10,10,1193,1014,13,9
16,19,479,444,11,3
5,7,677,591,5,0
25,32,2132,1795,51,12
49,58,1018,941,23,21
3,3,273,173,6,2
24,22,1910,1659,21,12
7,7,487,315,23,4
2,2,192,189,2,2
36,38,737,668,1,0
9,14,483,452,3,3
22,28,1627,1505,12,9
6,6,377,357,4,0
30,38,986,705,21,14
1,2,1,1,0,0
1,1,6,3,0,0
14,18,471,375,4,2
41,43,1925,1791,20,3
12,16,365,325,1,1
7,7,136,122,7,0
3,4,95,77,1,1
35,36,1177,1025,12,8
32,35,702,581,6,3
27,30,942,680,19,10
61,82,3223,2561,33,19
6,7,781,696,25,12
5,7,464,343,6,3
2,2,138,113,14,2
2,3,152,141,5,3
10,21,3179,2600,30,19
33,39,1701,1423,58,10
2,3,94,67,1,0
9,11,739,716,6,2
5,5,278,270,3,2
28,26,3406,2717,66,35
25,29,1760,1413,11,2
30,40,572,452,1,0
2,8,1031,925,20,5
40,46,573,1150,7,0
5,5,601,384,8,4
8,10,826,514,10,2
6,7,45,29,1,1
12,11,1831,1619,21,12
24,26,841,802,51,43
43,56,1635,1454,27,10
22,27,611,530,7,3
17,17,403,374,1,1
3,3,1476,1094,29,10
17,19,325,312,4,3
15,24,637,606,4,1
6,7,79,42,0,0
12,12,1150,961,27,5
16,19,456,422,11,8
6,6,661,579,2,1
12,27,2021,1668,59,12
49,58,998,922,26,22
3,4,240,157,6,1
26,25,1759,1504,25,11
7,7,475,340,21,5
2,2,178,175,1,1
42,44,729,634,3,1
9,13,425,423,4,3
21,26,1611,1469,15,8
7,7,379,362,10,10
28,37,955,676,18,13
1,2,4,4,0,0
1,1,5,1,0,0
12,17,454,363,6,2
39,42,1792,1680,24,2
12,15,367,308,3,1
7,7,121,110,1,0
3,4,97,79,1,1
35,36,1149,1007,23,10
32,35,709,602,8,2
28,30,889,657,16,8
66,82,3200,2516,27,17
8,8,769,673,26,13
6,7,469,324,26,2
2,2,154,114,18,3
2,3,143,133,3,2
12,22,3135,2512,38,21
34,39,1727,1451,56,13
2,3,73,62,5,0
10,13,701,672,16,3
5,5,267,270,2,2
27,26,3300,2573,61,30
25,27,1744,1380,12,1
32,39,563,454,2,1
3,7,1045,930,22,15
43,46,527,1141,6,1
5,5,575,366,8,3
9,10,812,502,8,2
6,7,47,31,1,1
12,11,1768,1544,22,17
26,26,802,812,21,13
42,55,1645,1417,37,15
21,26,625,540,4,1
17,18,409,384,0,0
3,3,1417,1064,28,8
17,19,324,321,4,4
14,23,650,611,5,2
6,8,69,39,0,0
11,11,1147,929,28,3
18,20,377,356,3,1
6,7,637,541,4,6
23,27,1973,1641,80,19
48,57,984,898,22,21
5,4,253,153,5,1
27,26,1781,1508,24,9
7,7,473,338,23,6
2,2,171,167,1,1
41,43,775,641,4,3
9,13,428,425,4,3
19,25,1607,1456,13,7
6,6,359,346,11,11
29,39,951,675,24,13
1,2,3,3,0,0
1,1,3,3,1,0
13,20,430,346,9,5
39,42,1730,1608,23,2
12,14,326,292,2,1
7,7,118,114,1,0
3,4,92,74,2,2
34,36,1126,995,28,16
35,38,756,615,15,3
27,28,915,659,14,6
55,77,3217,2555,34,20
6,8,769,639,32,15
6,7,489,340,3,2
2,2,187,123,18,3
2,3,139,124,1,0
12,20,3136,2546,34,23
32,41,1729,1427,64,14
1,2,89,58,1,0
11,11,653,624,14,4
5,5,267,266,4,2
24,25,3236,2479,54,34
23,25,1725,1366,22,1
30,39,548,448,7,2
2,6,1045,922,28,3
43,46,531,1143,7,1
5,5,580,362,8,3
9,10,801,512,8,2
7,7,42,24,0,0
12,11,1715,1502,18,14
27,26,785,801,21,15
44,54,1646,1438,43,11
21,24,640,555,4,1
17,18,412,386,2,0
3,3,1467,1101,24,6
18,20,354,347,1,1
14,23,630,587,2,1
6,7,71,43,1,0
12,12,1134,895,30,2
17,20,459,404,8,2
4,7,562,535,4,5
23,27,1947,1609,64,9
49,58,932,853,19,17
4,4,242,154,4,1
26,26,1764,1495,38,17
7,7,489,348,37,6
2,2,168,166,12,8
40,42,783,649,7,4
9,13,412,409,3,2
25,32,1675,1492,10,5
6,6,341,327,10,10
29,40,980,726,26,14
1,2,3,3,0,0
1,1,4,4,0,0
10,18,470,374,7,5
39,42,1811,1659,18,3
12,15,331,290,2,1
7,8,126,122,1,0
3,4,88,71,1,1
32,36,1148,993,22,15
33,39,734,630,15,4
25,28,752,641,9,5
55,77,3132,2441,35,19
5,6,736,617,31,14
6,7,543,328,13,2
2,2,161,123,18,3
2,3,144,136,1,0
13,21,3105,2512,46,32
33,42,1768,1452,67,11
1,2,77,62,2,0
9,11,637,602,10,4
5,5,255,256,5,4
25,27,3147,2377,72,34
22,25,1659,1330,17,2
29,38,541,443,3,2
2,6,1014,894,25,4
42,46,593,1156,3,2
5,5,511,343,10,4
9,10,804,508,7,1
8,7,38,21,0,0
12,11,1658,1446,17,10
27,26,752,763,24,17
43,56,1646,1433,36,17
24,25,653,606,3,0
16,16,385,365,3,2
2,3,1493,1110,31,11
17,20,329,321,3,2
15,23,598,540,4,1
5,6,61,32,0,0
12,12,1103,882,32,2
15,19,434,374,8,2
5,7,575,532,5,3
16,15,1850,1176,76,17
22,29,1814,1535,63,6
48,59,902,840,17,20
4,4,255,168,3,2
23,26,1766,1466,33,16
7,7,457,325,35,4
2,2,171,170,3,3
40,42,771,641,4,1
9,13,398,397,4,2
23,30,1603,1456,4,3
4,5,355,341,10,10
29,39,1004,715,31,14
1,2,3,3,0,0
1,1,6,5,0,0
11,20,433,340,7,5
37,42,1751,1579,17,6
10,13,337,292,2,1
6,6,114,106,1,0
3,4,81,68,7,0
32,36,1174,1034,20,12
32,39,733,624,9,3
26,29,716,609,10,4
63,83,3066,2364,31,15
5,6,711,586,33,13
7,7,445,320,17,2
2,2,164,124,17,2
2,3,154,134,1,0
13,20,2977,2490,52,31
31,40,1732,1416,61,9
2,3,83,65,0,0
6,8,644,601,5,5
3,3,267,252,4,3
23,27,3068,2382,74,26
20,23,1732,1279,25,4
25,38,548,431,2,1
2,6,1008,889,20,4
43,47,612,1145,14,5
5,5,512,340,9,4
9,10,794,487,6,0
6,7,35,19,2,0
11,11,1564,1360,15,7
24,25,1420,721,29,19
44,53,1575,1373,35,14
20,23,649,612,5,2
15,16,389,366,2,2
2,3,1507,1120,21,10
17,20,318,311,3,1
13,22,519,485,2,1
5,6,59,27,1,1
13,14,1116,844,45,6
15,18,385,342,5,2
6,7,571,519,5,2
14,13,1924,1174,82,20
24,28,1765,1492,62,8
44,56,889,838,19,15
3,5,238,157,6,1
24,26,1813,1430,33,16
7,7,468,302,33,3
2,2,180,180,1,1
40,42,796,659,4,0
8,13,402,398,4,3
22,29,1570,1448,8,4
5,6,345,334,10,10
30,39,1039,725,26,12
1,2,2,2,0,0
1,1,6,5,0,0
12,18,444,334,6,3
39,41,1703,1555,21,8
11,15,349,288,2,1
8,7,107,106,0,0
3,4,79,63,0,0
33,35,1105,1003,20,9
27,35,700,619,15,3
25,28,1101,609,10,8
55,77,2968,2346,36,20
6,6,679,529,22,9
7,7,446,309,8,2
2,2,178,119,19,3
2,2,141,130,2,0
13,20,2811,2483,41,30
33,44,1783,1430,107,15
1,2,85,64,0,0
7,10,624,577,8,4
3,3,261,252,3,2
24,26,2877,2222,63,17
19,23,1687,1268,16,3
25,37,501,426,3,2
1,6,948,841,22,6
41,44,569,1139,9,6
3,2,493,341,11,5
8,9,814,488,9,2
8,7,34,14,0,0
10,11,1540,1308,13,9
26,26,821,689,26,15
44,49,1517,1326,22,5
22,25,621,581,11,3
15,16,388,374,2,1
2,4,1529,1145,26,10
17,19,304,300,6,1
13,21,502,446,0,0
3,5,51,24,0,0
10,10,1018,818,24,3
15,19,377,329,6,2
5,6,547,484,5,3
16,14,1948,1149,79,19
24,29,1755,1438,80,6
42,52,855,794,18,12
4,4,251,139,9,1
20,22,1752,1398,39,13
6,6,430,292,34,4
2,2,168,166,1,1
40,42,777,633,5,3
11,13,405,399,2,2
20,27,1532,1412,7,4
6,8,315,313,12,12
31,39,1028,711,25,7
1,2,3,3,0,0
1,1,7,4,0,0
10,18,426,325,2,2
39,38,1641,1506,18,8
10,15,344,274,4,1
7,7,113,105,0,0
3,4,80,57,1,0
32,35,1059,967,22,12
30,34,668,591,15,3
23,26,1090,589,6,4
59,81,2997,2348,31,21
5,6,618,499,16,10
7,7,399,291,6,2
2,2,159,124,14,3
2,2,141,125,2,1
14,20,2775,2442,31,22
32,45,1756,1413,62,15
2,3,82,63,0,0
6,8,587,559,7,4
2,2,282,260,5,4
26,27,2809,2180,49,17
